tic,gic_sub_industry,gic_industry,gic_group,gic_sector,naics_industry,naics_group,naiscs_sector,sic_industry,sic_group,sic_sector
DMRC,45103010,451030,4510,45,334419,3344,33,3679,367,36
FSBW,40102010,401020,4010,40,522120,5221,52,6036,603,60
CLW,15105020,151050,1510,15,322291,3222,32,2670,267,26
SLCA,10101020,101010,1010,10,212322,2123,21,1400,140,14
OPI,60101040,601010,6010,60,531120,5311,53,6798,679,67
RC,40204010,402040,4020,40,525990,5259,52,6798,679,67
WMC,40204010,402040,4020,40,525990,5259,52,6798,679,67
TBNK,40102010,401020,4010,40,522120,5221,52,6035,603,60
ADUS,35102015,351020,3510,35,621610,6216,62,8082,808,80
ASPS,60102040,601020,6010,60,561499,5614,56,7389,738,73
TXMD,35202010,352020,3520,35,325412,3254,32,2834,283,28
PMT,40204010,402040,4020,40,525990,5259,52,6798,679,67
H,25301020,253010,2530,25,721110,7211,72,7011,701,70
FTNT,45103020,451030,4510,45,334118,3341,33,3577,357,35
STWD,40204010,402040,4020,40,525990,5259,52,6798,679,67
KAR,20201070,202010,2020,20,561990,5619,56,7389,738,73
OMER,35202010,352020,3520,35,325414,3254,32,2836,283,28
SRNE,35201010,352010,3520,35,325414,3254,32,2836,283,28
ARI,40204010,402040,4020,40,525990,5259,52,6798,679,67
RCM,35102015,351020,3510,35,561110,5611,56,8741,874,87
IRDM,50101010,501010,5010,50,517410,5174,51,4899,489,48
GNRC,20104010,201040,2010,20,335312,3353,33,3621,362,36
TWO,40204010,402040,4020,40,525990,5259,52,6798,679,67
COWN,40203020,402030,4020,40,523930,5239,52,6282,628,62
FLNT,50201010,502010,5020,50,541613,5416,54,8742,874,87
ARR,40204010,402040,4020,40,525990,5259,52,6798,679,67
PEB,60101030,601010,6010,60,531120,5311,53,6798,679,67
TRNO,60101020,601010,6010,60,531120,5311,53,6798,679,67
EFC,40204010,402040,4020,40,523920,5239,52,6282,628,62
CALX,45201020,452010,4520,45,334210,3342,33,3661,366,36
ST,20104010,201040,2010,20,334513,3345,33,3823,382,38
CRMD,35202010,352020,3520,35,325414,3254,32,2836,283,28
SPSC,45103010,451030,4510,45,519130,5191,51,7370,737,73
MSGN,50201030,502010,5020,50,515210,5152,51,4841,484,48
FIBK,40101015,401010,4010,40,522110,5221,52,6020,602,60
APO,40203010,402030,4020,40,523930,5239,52,6282,628,62
IRWD,35201010,352010,3520,35,325412,3254,32,2834,283,28
PLOW,20106010,201060,2010,20,333120,3331,33,3531,353,35
QNST,50203010,502030,5020,50,5418,5418,54,7370,737,73
EXPR,25504010,255040,2550,25,4481,4481,44,5600,560,56
STNG,10102040,101020,1010,10,483111,4831,48,4412,441,44
GDOT,40202010,402020,4020,40,522320,5223,52,7389,738,73
CBOE,40203040,402030,4020,40,523210,5232,52,6200,620,62
MXL,45301020,453010,4530,45,334413,3344,33,3674,367,36
ENV,45103010,451030,4510,45,523920,5239,52,6282,628,62
AOSL,45301020,453010,4530,45,334413,3344,33,3674,367,36
CLDT,60101030,601010,6010,60,531120,5311,53,6798,679,67
FLT,45102020,451020,4510,45,518210,5182,51,7374,737,73
NPTN,45301020,453010,4530,45,334413,3344,33,3674,367,36
AMRS,15101050,151010,1510,15,325199,3251,32,2860,286,28
QUAD,20201010,202010,2020,20,323111,3231,32,2750,275,27
FAF,40301040,403010,4030,40,524127,5241,52,6361,636,63
WKHS,25102010,251020,2510,25,336112,3361,33,3711,371,37
TSLA,25102010,251020,2510,25,336111,3361,33,3711,371,37
HPP,60101040,601010,6010,60,531120,5311,53,6798,679,67
AMRC,20103010,201030,2010,20,237130,2371,23,1600,160,16
VPG,45203010,452030,4520,45,334413,3344,33,3674,367,36
COR,60101080,601010,6010,60,531120,5311,53,6798,679,67
VRA,25203010,252030,2520,25,316998,3169,31,3100,310,31
BWXT,20101010,201010,2010,20,333249,3332,33,3559,355,35
ASMB,35201010,352010,3520,35,325414,3254,32,2836,283,28
STAG,60101020,601010,6010,60,531120,5311,53,6798,679,67
APTS,60101060,601010,6010,60,531110,5311,53,6798,679,67
HZNP,35201010,352010,3520,35,325414,3254,32,2836,283,28
WD,40102010,401020,4010,40,522292,5222,52,6162,616,61
CLAR,25202010,252020,2520,25,339920,3399,33,3949,394,39
EVTC,45102020,451020,4510,45,518210,5182,51,7374,737,73
INN,60101030,601010,6010,60,531120,5311,53,6798,679,67
PACB,35203010,352030,3520,35,334516,3345,33,3826,382,38
WSR,60101070,601010,6010,60,531120,5311,53,6798,679,67
TRGP,10102040,101020,1010,10,486210,4862,48,4923,492,49
AAT,60101010,601010,6010,60,531120,5311,53,6798,679,67
SBRA,60101050,601010,6010,60,531120,5311,53,6798,679,67
SAVE,20302010,203020,2030,20,481111,4811,48,4512,451,45
CSOD,45103010,451030,4510,45,519130,5191,51,7370,737,73
CMRE,20303010,203030,2030,20,483111,4831,48,4412,441,44
HHC,60102030,601020,6010,60,237210,2372,23,6552,655,65
BKU,40101015,401010,4010,40,522110,5221,52,6020,602,60
PCRX,35202010,352020,3520,35,325412,3254,32,2834,283,28
BAH,20202020,202020,2020,20,541519,5415,54,7370,737,73
ACRX,35202010,352020,3520,35,325412,3254,32,2834,283,28
REVG,20106010,201060,2010,20,336211,3362,33,3713,371,37
SUPN,35202010,352020,3520,35,325412,3254,32,2834,283,28
GWRS,55104010,551040,5510,55,221310,2213,22,4941,494,49
KOS,10102020,101020,1010,10,211120,2111,21,1311,131,13
AL,20107010,201070,2010,20,532411,5324,53,7359,735,73
WIFI,50102010,501020,5010,50,517919,5179,51,4899,489,48
HII,20101010,201010,2010,20,336611,3366,33,3730,373,37
THR,20104010,201040,2010,20,335999,3359,33,3690,369,36
RLJ,60101030,601010,6010,60,531120,5311,53,6798,679,67
SEAS,25301030,253010,2530,25,713110,7131,71,7996,799,79
SXC,15104050,151040,1510,15,324199,3241,32,3312,331,33
VER,60101010,601010,6010,60,531120,5311,53,6798,679,67
ARMK,25301040,253010,2530,25,722320,7223,72,5812,581,58
CHEF,30101020,301010,3010,30,4244,4244,42,5140,514,51
MPC,10102030,101020,1010,10,324110,3241,32,2911,291,29
Z,50203010,502030,5020,50,519130,5191,51,7370,737,73
LIVX,50202010,502020,5020,50,519130,5191,51,7370,737,73
ORC,40204010,402040,4020,40,525990,5259,52,6798,679,67
HMST,40102010,401020,4010,40,522110,5221,52,6020,602,60
MSBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
RM,40202010,402020,4020,40,522291,5222,52,6141,614,61
GRPN,25502020,255020,2550,25,519130,5191,51,7370,737,73
AMCX,50201020,502010,5020,50,515120,5151,51,4833,483,48
ENPH,45301010,453010,4530,45,334413,3344,33,3674,367,36
UI,45201020,452010,4520,45,334220,3342,33,3663,366,36
ASPN,10101020,101010,1010,10,326150,3261,32,3086,308,30
TSE,15101010,151010,1510,15,325211,3252,32,2821,282,28
TLYS,25504010,255040,2550,25,4481,4481,44,5600,560,56
ZNGA,50202020,502020,5020,50,511210,5112,51,7372,737,73
HTA,60101050,601010,6010,60,531120,5311,53,6798,679,67
REGI,10102030,101020,1010,10,324199,3241,32,2990,299,29
PRLB,20106020,201060,2010,20,333249,3332,33,3559,355,35
EPAM,45102010,451020,4510,45,541519,5415,54,7370,737,73
BCEI,10102020,101020,1010,10,211120,2111,21,1311,131,13
VCRA,35103010,351030,3510,35,334220,3342,33,3663,366,36
MTSI,45301020,453010,4530,45,334413,3344,33,3674,367,36
CHUY,25301040,253010,2530,25,722511,7225,72,5812,581,58
MTDR,10102020,101020,1010,10,2111,2111,21,1311,131,13
FRGI,25301040,253010,2530,25,722511,7225,72,5812,581,58
BCOV,45102030,451020,4510,45,518210,5182,51,7370,737,73
FBHS,20102010,201020,2010,20,337110,3371,33,2430,243,24
FRG,25503020,255030,2550,25,452319,4523,45,5399,539,53
CG,40203010,402030,4020,40,523920,5239,52,6282,628,62
XYL,20106020,201060,2010,20,333914,3339,33,3561,356,35
ACRE,40204010,402040,4020,40,525990,5259,52,6798,679,67
ENVA,40202010,402020,4020,40,522291,5222,52,6141,614,61
GO,30101030,301010,3010,30,445110,4451,44,5411,541,54
VVNT,25302020,253020,2530,25,561621,5616,56,7380,738,73
AXGN,35101010,351010,3510,35,339113,3391,33,3842,384,38
GWRE,45103010,451030,4510,45,511210,5112,51,7372,737,73
NBHC,40101015,401010,4010,40,522110,5221,52,6020,602,60
VAC,25301020,253010,2530,25,721110,7211,72,7011,701,70
ACHC,35102020,351020,3510,35,622210,6222,62,8060,806,80
VSTM,35201010,352010,3520,35,325414,3254,32,2836,283,28
CLVS,35201010,352010,3520,35,325414,3254,32,2836,283,28
PBF,10102030,101020,1010,10,324110,3241,32,2911,291,29
YELP,50203010,502030,5020,50,519130,5191,51,7370,737,73
FBIO,35201010,352010,3520,35,325412,3254,32,2834,283,28
CPRI,25203010,252030,2520,25,315,315,31,2300,230,23
TRIP,50203010,502030,5020,50,519130,5191,51,7370,737,73
IGT,25301010,253010,2530,25,713290,7132,71,7990,799,79
GLNG,10102040,101020,1010,10,483111,4831,48,4412,441,44
TPH,25201030,252010,2520,25,236117,2361,23,1531,153,15
NTB,40101010,401010,4010,40,522110,5221,52,6020,602,60
CBRE,60102040,601020,6010,60,531,531,53,6500,650,65
BLKB,45103010,451030,4510,45,519130,5191,51,7370,737,73
TRTN,20107010,201070,2010,20,532411,5324,53,7359,735,73
SNDR,20304020,203040,2030,20,484,484,48,4210,421,42
ALNY,35201010,352010,3520,35,325412,3254,32,2834,283,28
NUVA,35101010,351010,3510,35,339112,3391,33,3841,384,38
ANGO,35101010,351010,3510,35,339112,3391,33,3841,384,38
GHL,40203020,402030,4020,40,523930,5239,52,6282,628,62
CATM,45102020,451020,4510,45,522320,5223,52,7389,738,73
UCTT,45301010,453010,4530,45,334413,3344,33,3674,367,36
CNS,40203010,402030,4020,40,523920,5239,52,6282,628,62
KRG,60101070,601010,6010,60,531120,5311,53,6798,679,67
LXFR,20106020,201060,2010,20,331318,3313,33,3350,335,33
FF,15101050,151010,1510,15,325199,3251,32,2860,286,28
LYB,15101010,151010,1510,15,325220,3252,32,2820,282,28
FRO,10102040,101020,1010,10,483111,4831,48,4412,441,44
ESI,15101050,151010,1510,15,3259,3259,32,2890,289,28
NETI,20303010,203030,2030,20,483111,4831,48,4412,441,44
ALLE,20102010,201020,2010,20,332510,3325,33,3420,342,34
GAN,25301010,253010,2530,25,518210,5182,51,7370,737,73
LPG,10102040,101020,1010,10,483111,4831,48,4412,441,44
ATH,40301020,403010,4030,40,524113,5241,52,6311,631,63
APG,20103010,201030,2010,20,238,238,23,1700,170,17
NVT,20104010,201040,2010,20,3323,3323,33,3440,344,34
ACA,20103010,201030,2010,20,332312,3323,33,3440,344,34
HYFM,20106015,201060,2010,20,333112,3331,33,3524,352,35
