tic,gic_sub_industry,gic_industry,gic_group,gic_sector,naics_industry,naics_group,naiscs_sector,sic_industry,sic_group,sic_sector
CARA,35202010,352020,3520,35,325414,3254,32,2836,283,28
PWOD,40101015,401010,4010,40,522110,5221,52,6020,602,60
STAY,25301020,253010,2530,25,721110,7211,72,7011,701,70
TACO,25301040,253010,2530,25,722513,7225,72,5812,581,58
CTBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
INGN,35101010,351010,3510,35,334510,3345,33,3845,384,38
BRG,60101060,601010,6010,60,531110,5311,53,6798,679,67
PLPC,20104010,201040,2010,20,335932,3359,33,3640,364,36
PRK,40101015,401010,4010,40,522110,5221,52,6020,602,60
SFNC,40101015,401010,4010,40,522110,5221,52,6020,602,60
MBUU,25202010,252020,2520,25,336612,3366,33,3730,373,37
DENN,25301040,253010,2530,25,722511,7225,72,5812,581,58
GIII,25203010,252030,2520,25,315280,3152,31,2300,230,23
ITCI,35202010,352020,3520,35,325414,3254,32,2836,283,28
GSBC,40101015,401010,4010,40,522110,5221,52,6020,602,60
LADR,40204010,402040,4020,40,525990,5259,52,6798,679,67
DRNA,35201010,352010,3520,35,325414,3254,32,2836,283,28
RVNC,35202010,352020,3520,35,325414,3254,32,2836,283,28
OUT,60101080,601010,6010,60,531190,5311,53,6798,679,67
FLXN,35201010,352010,3520,35,325412,3254,32,2834,283,28
IBP,25201030,252010,2520,25,238310,2383,23,1700,170,17
OGS,55102010,551020,5510,55,221210,2212,22,4924,492,49
KN,45203015,452030,4520,45,334419,3344,33,3670,367,36
FPI,60101080,601010,6010,60,531190,5311,53,6798,679,67
CNCE,35201010,352010,3520,35,325414,3254,32,2836,283,28
STBA,40101015,401010,4010,40,522110,5221,52,6020,602,60
GCI,50201040,502010,5020,50,511110,5111,51,2711,271,27
LE,25502020,255020,2550,25,454110,4541,45,5961,596,59
CTRE,60101050,601010,6010,60,531120,5311,53,6798,679,67
CBAY,35202010,352020,3520,35,325414,3254,32,2836,283,28
HEAR,45202030,452020,4520,45,334118,3341,33,3577,357,35
LC,40202010,402020,4020,40,522291,5222,52,6141,614,61
SABR,45102020,451020,4510,45,518210,5182,51,7370,737,73
AUB,40101015,401010,4010,40,522110,5221,52,6020,602,60
NLTX,35201010,352010,3520,35,325412,3254,32,2834,283,28
PCTY,45103010,451030,4510,45,519130,5191,51,7370,737,73
QUOT,25502020,255020,2550,25,519130,5191,51,7370,737,73
MGNI,50201010,502010,5020,50,5418,5418,54,7310,731,73
EGRX,35201010,352010,3520,35,325412,3254,32,2834,283,28
CPLG,60101030,601010,6010,60,531120,5311,53,6798,679,67
FCBP,40101015,401010,4010,40,522110,5221,52,6020,602,60
UVSP,40101015,401010,4010,40,522110,5221,52,6020,602,60
ATEN,45103020,451030,4510,45,334118,3341,33,3576,357,35
CIO,60101040,601010,6010,60,531120,5311,53,6798,679,67
VRTV,20107010,201070,2010,20,424110,4241,42,5110,511,51
AKBA,35201010,352010,3520,35,325414,3254,32,2836,283,28
WASH,40101015,401010,4010,40,522110,5221,52,6020,602,60
QTWO,45103010,451030,4510,45,518210,5182,51,7370,737,73
TWOU,25302010,253020,2530,25,611310,6113,61,8200,820,82
FIVN,45103010,451030,4510,45,518210,5182,51,7370,737,73
MC,40203020,402030,4020,40,523930,5239,52,6282,628,62
CMCT,60101040,601010,6010,60,531120,5311,53,6798,679,67
MEDP,35203010,352030,3520,35,54171,5417,54,8731,873,87
AGRX,35202010,352020,3520,35,325412,3254,32,2834,283,28
TMST,15104050,151040,1510,15,331110,3311,33,3312,331,33
CVBF,40101015,401010,4010,40,522110,5221,52,6020,602,60
BGSF,20202010,202020,2020,20,561320,5613,56,7363,736,73
BOX,45103010,451030,4510,45,518210,5182,51,7370,737,73
TMX,25302020,253020,2530,25,561710,5617,56,7340,734,73
CCBG,40101015,401010,4010,40,522110,5221,52,6020,602,60
PAHC,35202010,352020,3520,35,325411,3254,32,2833,283,28
PAYC,45103010,451030,4510,45,518210,5182,51,7370,737,73
WMS,20102010,201020,2010,20,326122,3261,32,3080,308,30
QTNT,35101020,351010,3510,35,325413,3254,32,2835,283,28
SMG,15101030,151010,1510,15,3253,3253,32,2870,287,28
NERV,35201010,352010,3520,35,325414,3254,32,2836,283,28
CTLT,35202010,352020,3520,35,325412,3254,32,2834,283,28
ZEN,45103010,451030,4510,45,518210,5182,51,7370,737,73
KEYS,45203010,452030,4520,45,334515,3345,33,3825,382,38
TBPH,35202010,352020,3520,35,325414,3254,32,2836,283,28
DNOW,20107010,201070,2010,20,423830,4238,42,5084,508,50
LOB,40101015,401010,4010,40,522110,5221,52,6020,602,60
PRMW,30201030,302010,3020,30,312111,3121,31,2086,208,20
ARES,40203010,402030,4020,40,523920,5239,52,6282,628,62
OEC,15101010,151010,1510,15,325180,3251,32,2890,289,28
HRTG,40301040,403010,4030,40,524126,5241,52,6331,633,63
SLM,40202010,402020,4020,40,5222,5222,52,6141,614,61
RYAM,15101050,151010,1510,15,3252,3252,32,2820,282,28
TRUE,50203010,502030,5020,50,519130,5191,51,7370,737,73
COG,10102020,101020,1010,10,2111,2111,21,1311,131,13
MRNS,35202010,352020,3520,35,325414,3254,32,2836,283,28
NG,15104030,151040,1510,15,21222,2122,21,1040,104,10
DMTK,35201010,352010,3520,35,325413,3254,32,2835,283,28
ISTR,40101015,401010,4010,40,522110,5221,52,6020,602,60
GPRO,25201010,252010,2520,25,333316,3333,33,3861,386,38
ARDX,35201010,352010,3520,35,325414,3254,32,2836,283,28
SNDX,35201010,352010,3520,35,325414,3254,32,2836,283,28
AMPH,35202010,352020,3520,35,325412,3254,32,2834,283,28
VEC,20101010,201010,2010,20,561210,5612,56,8744,874,87
FFWM,40101015,401010,4010,40,522110,5221,52,6020,602,60
SYF,40202010,402020,4020,40,522210,5222,52,6141,614,61
KE,45203020,452030,4520,45,334413,3344,33,3674,367,36
DOOR,20102010,201020,2010,20,321911,3219,32,2430,243,24
LTRPA,50203010,502030,5020,50,519130,5191,51,7370,737,73
RLMD,35202010,352020,3520,35,325412,3254,32,2834,283,28
SPKE,55101010,551010,5510,55,2211,2211,22,4931,493,49
ANET,45201020,452010,4520,45,334118,3341,33,3576,357,35
CSCO,45201020,452010,4520,45,334210,3342,33,3576,357,35
BXMT,40204010,402040,4020,40,525990,5259,52,6798,679,67
HQY,35102030,351020,3510,35,519130,5191,51,7370,737,73
HOLX,35101010,351010,3510,35,334517,3345,33,3844,384,38
TRUP,40301020,403010,4030,40,524114,5241,52,6324,632,63
SAGE,35201010,352010,3520,35,325414,3254,32,2836,283,28
PLYM,60101020,601010,6010,60,531120,5311,53,6798,679,67
CNNE,40201030,402010,4020,40,722511,7225,72,5812,581,58
ATEX,50101010,501010,5010,50,517919,5179,51,4899,489,48
LNTH,35101020,351010,3510,35,325413,3254,32,2835,283,28
XENT,35101010,351010,3510,35,339113,3391,33,3842,384,38
ATRA,35201010,352010,3520,35,325414,3254,32,2836,283,28
OCUL,35202010,352020,3520,35,325414,3254,32,2836,283,28
BSIG,40203010,402030,4020,40,523920,5239,52,6282,628,62
ADVM,35201010,352010,3520,35,325414,3254,32,2836,283,28
VKTX,35201010,352010,3520,35,325414,3254,32,2836,283,28
AKTS,45203015,452030,4520,45,334419,3344,33,3679,367,36
AXDX,35101010,351010,3510,35,325413,3254,32,2835,283,28
LOCO,25301040,253010,2530,25,722511,7225,72,5812,581,58
NBEV,30201030,302010,3020,30,312111,3121,31,2086,208,20
LBRDK,50201030,502010,5020,50,517312,5173,51,4812,481,48
VICR,20104010,201040,2010,20,334419,3344,33,3679,367,36
AVNS,35101020,351010,3510,35,339113,3391,33,3842,384,38
GVA,20103010,201030,2010,20,237310,2373,23,1600,160,16
LSTR,20304020,203040,2030,20,484121,4841,48,4213,421,42
KMPR,40301040,403010,4030,40,524126,5241,52,6331,633,63
UNVR,20107010,201070,2010,20,424690,4246,42,5160,516,51
VYNE,35202010,352020,3520,35,325412,3254,32,2834,283,28
W,25502020,255020,2550,25,454110,4541,45,5961,596,59
AAON,20102010,201020,2010,20,333415,3334,33,3585,358,35
CIVB,40101015,401010,4010,40,522110,5221,52,6020,602,60
RYTM,35201010,352010,3520,35,325414,3254,32,2836,283,28
PGRE,60101040,601010,6010,60,531120,5311,53,6798,679,67
GWB,40101015,401010,4010,40,522110,5221,52,6020,602,60
CALA,35201010,352010,3520,35,325414,3254,32,2836,283,28
STOR,60101010,601010,6010,60,531120,5311,53,6798,679,67
VBTX,40101015,401010,4010,40,522110,5221,52,6020,602,60
AFMD,35201010,352010,3520,35,325414,3254,32,2836,283,28
PRAH,35203010,352030,3520,35,54171,5417,54,8731,873,87
NVEC,45301020,453010,4530,45,334413,3344,33,3674,367,36
CDK,45103010,451030,4510,45,519130,5191,51,7370,737,73
MMSI,35101020,351010,3510,35,339112,3391,33,3841,384,38
FRPT,30202030,302020,3020,30,311111,3111,31,2040,204,20
CZR,25301010,253010,2530,25,713210,7132,71,7990,799,79
TBK,40101015,401010,4010,40,522120,5221,52,6036,603,60
BSGM,35101010,351010,3510,35,334510,3345,33,3845,384,38
CFG,40101015,401010,4010,40,522110,5221,52,6020,602,60
CHRS,35201010,352010,3520,35,325414,3254,32,2836,283,28
HUBS,45103010,451030,4510,45,518210,5182,51,7370,737,73
BOOT,25504010,255040,2550,25,448210,4482,44,5661,566,56
FGEN,35201010,352010,3520,35,325414,3254,32,2836,283,28
NVRO,35101010,351010,3510,35,334510,3345,33,3845,384,38
WK,45103010,451030,4510,45,518210,5182,51,7370,737,73
SNR,60101050,601010,6010,60,531110,5311,53,6798,679,67
CRBP,35201010,352010,3520,35,325414,3254,32,2836,283,28
SIEN,35101020,351010,3510,35,339113,3391,33,3842,384,38
SYNH,35203010,352030,3520,35,54171,5417,54,8731,873,87
UPLD,45103010,451030,4510,45,519130,5191,51,7370,737,73
GRBK,25201030,252010,2520,25,236117,2361,23,1531,153,15
MCF,10102020,101020,1010,10,2111,2111,21,1311,131,13
JYNT,35102020,351020,3510,35,533110,5331,53,6794,679,67
IBOC,40101015,401010,4010,40,522110,5221,52,6020,602,60
AXTA,15101050,151010,1510,15,325510,3255,32,2851,285,28
FND,25504030,255040,2550,25,444190,4441,44,5211,521,52
NEWR,45103010,451030,4510,45,519130,5191,51,7370,737,73
TBI,20202010,202020,2020,20,561320,5613,56,7363,736,73
HCA,35102020,351020,3510,35,622110,6221,62,8062,806,80
XLNX,45301020,453010,4530,45,334413,3344,33,3674,367,36
GNSS,45201020,452010,4520,45,334310,3343,33,3651,365,36
CURO,40202010,402020,4020,40,522291,5222,52,6141,614,61
PARR,10102030,101020,1010,10,324110,3241,32,2911,291,29
UE,60101070,601010,6010,60,531120,5311,53,6798,679,67
GMS,20107010,201070,2010,20,4233,4233,42,5030,503,50
PIRS,35201010,352010,3520,35,325414,3254,32,2836,283,28
SUM,15102010,151020,1510,15,212312,2123,21,1400,140,14
LCI,35202010,352020,3520,35,325412,3254,32,2834,283,28
VSTO,25202010,252020,2520,25,33299,3329,33,3480,348,34
ESTE,10102020,101020,1010,10,211120,2111,21,1311,131,13
SHAK,25301040,253010,2530,25,722513,7225,72,5812,581,58
DEA,60101040,601010,6010,60,531120,5311,53,6798,679,67
INOV,35103010,351030,3510,35,518210,5182,51,7370,737,73
SYBT,40101015,401010,4010,40,522110,5221,52,6020,602,60
CC,15101020,151010,1510,15,325130,3251,32,2860,286,28
TRMB,45203010,452030,4520,45,334519,3345,33,3829,382,38
VERU,30302010,303020,3030,30,326299,3262,32,3060,306,30
AJX,40204010,402040,4020,40,525990,5259,52,6798,679,67
NVTA,35201010,352010,3520,35,621511,6215,62,8071,807,80
FNWB,40101015,401010,4010,40,522120,5221,52,6036,603,60
XHR,60101030,601010,6010,60,531120,5311,53,6798,679,67
EXPO,20202020,202020,2020,20,541614,5416,54,8742,874,87
GDDY,45102030,451020,4510,45,518210,5182,51,7370,737,73
UNIT,60101080,601010,6010,60,531120,5311,53,6798,679,67
ENR,30301010,303010,3030,30,335912,3359,33,3690,369,36
BHE,45203020,452030,4520,45,334412,3344,33,3672,367,36
NXRT,60101060,601010,6010,60,531110,5311,53,6798,679,67
FRTA,15102010,151020,1510,15,327332,3273,32,3272,327,32
VRAY,35101010,351010,3510,35,334510,3345,33,3845,384,38
SEDG,45301010,453010,4530,45,334413,3344,33,3674,367,36
NSA,60101080,601010,6010,60,531120,5311,53,6798,679,67
BLBD,20106010,201060,2010,20,336211,3362,33,3713,371,37
MTRX,20103010,201030,2010,20,237120,2371,23,1623,162,16
ESE,20106020,201060,2010,20,334515,3345,33,3825,382,38
CABO,50201030,502010,5020,50,515210,5152,51,4841,484,48
ETSY,25502020,255020,2550,25,519130,5191,51,7370,737,73
BLD,25201030,252010,2520,25,238310,2383,23,1700,170,17
PJT,40203020,402030,4020,40,523,523,52,6200,620,62
LITE,45201020,452010,4520,45,334210,3342,33,3576,357,35
ETH,25201020,252010,2520,25,33712,3371,33,2510,251,25
XBIT,35201010,352010,3520,35,325414,3254,32,2836,283,28
ADRO,35201010,352010,3520,35,325414,3254,32,2836,283,28
TYME,35201010,352010,3520,35,325414,3254,32,2836,283,28
BPMC,35201010,352010,3520,35,325414,3254,32,2836,283,28
VIRT,40203020,402030,4020,40,523120,5231,52,6211,621,62
NRIM,40101015,401010,4010,40,522110,5221,52,6020,602,60
OPRX,35103010,351030,3510,35,519130,5191,51,7370,737,73
CVA,20201050,202010,2020,20,562119,5621,56,4950,495,49
CATY,40101015,401010,4010,40,522110,5221,52,6020,602,60
CDAY,45103010,451030,4510,45,519130,5191,51,7370,737,73
COLL,35202010,352020,3520,35,325412,3254,32,2834,283,28
CHCT,60101050,601010,6010,60,531120,5311,53,6798,679,67
HAYN,15104050,151040,1510,15,331110,3311,33,3310,331,33
ALTA,40101015,401010,4010,40,522110,5221,52,6020,602,60
PAVM,35101010,351010,3510,35,339112,3391,33,3841,384,38
CYH,35102020,351020,3510,35,622110,6221,62,8062,806,80
DORM,25101010,251010,2510,25,336390,3363,33,3714,371,37
VWTR,20201050,202010,2020,20,237210,2372,23,6552,655,65
PSB,60101010,601010,6010,60,531120,5311,53,6798,679,67
AZO,25504050,255040,2550,25,441310,4413,44,5531,553,55
REGN,35201010,352010,3520,35,325412,3254,32,2834,283,28
EVH,35103010,351030,3510,35,511210,5112,51,7372,737,73
WING,25301040,253010,2530,25,722511,7225,72,5812,581,58
EXTN,10101020,101010,1010,10,213112,2131,21,1389,138,13
APLE,60101030,601010,6010,60,531120,5311,53,6798,679,67
X,15104050,151040,1510,15,331110,3311,33,3312,331,33
GKOS,35101010,351010,3510,35,339112,3391,33,3841,384,38
GNL,60101010,601010,6010,60,531120,5311,53,6798,679,67
HAE,35101020,351010,3510,35,339112,3391,33,3841,384,38
IONS,35201010,352010,3520,35,325412,3254,32,2834,283,28
APPF,45103010,451030,4510,45,518210,5182,51,7370,737,73
OLLI,25503020,255030,2550,25,452319,4523,45,5331,533,53
LCUT,25201050,252010,2520,25,332215,3322,33,3420,342,34
ALRM,45103010,451030,4510,45,519130,5191,51,7370,737,73
FCFS,40202010,402020,4020,40,522298,5222,52,5900,590,59
DBI,25504010,255040,2550,25,448210,4482,44,5661,566,56
NTRA,35201010,352010,3520,35,621511,6215,62,8071,807,80
MCRB,35201010,352010,3520,35,325414,3254,32,2836,283,28
IDXX,35101010,351010,3510,35,325413,3254,32,2835,283,28
AES,55105010,551050,5510,55,22111,2211,22,4991,499,49
CRVL,35102015,351020,3510,35,524298,5242,52,6411,641,64
HWC,40101015,401010,4010,40,522110,5221,52,6020,602,60
STFC,40301040,403010,4030,40,524126,5241,52,6331,633,63
TDOC,35103010,351030,3510,35,621999,6219,62,8090,809,80
AMBC,40301040,403010,4030,40,524126,5241,52,6351,635,63
DIN,25301040,253010,2530,25,533110,5331,53,6794,679,67
KALU,15104010,151040,1510,15,331318,3313,33,3350,335,33
ALKS,35201010,352010,3520,35,325412,3254,32,2834,283,28
MNST,30201030,302010,3020,30,312111,3121,31,2086,208,20
SRG,60101070,601010,6010,60,531120,5311,53,6798,679,67
VRTX,35201010,352010,3520,35,325412,3254,32,2834,283,28
MNRO,25504050,255040,2550,25,326212,3262,32,7500,750,75
LIND,25301020,253010,2530,25,561520,5615,56,4700,470,47
PRGS,45103020,451030,4510,45,511210,5112,51,7372,737,73
MTG,40102010,401020,4010,40,524126,5241,52,6351,635,63
TVTY,35102015,351020,3510,35,621999,6219,62,8090,809,80
ZBRA,45203010,452030,4520,45,334118,3341,33,3577,357,35
EZPW,40202010,402020,4020,40,522298,5222,52,5900,590,59
PRA,40301040,403010,4030,40,524126,5241,52,6331,633,63
BOKF,40101015,401010,4010,40,522110,5221,52,6020,602,60
SPNE,35101010,351010,3510,35,339113,3391,33,3842,384,38
FIZZ,30201030,302010,3020,30,312111,3121,31,2086,208,20
BIIB,35201010,352010,3520,35,325414,3254,32,2836,283,28
MSGS,50202010,502020,5020,50,711110,7111,71,7900,790,79
RPD,45103020,451030,4510,45,511210,5112,51,7372,737,73
OOMA,50101020,501010,5010,50,517311,5173,51,4813,481,48
CHMA,35202010,352020,3520,35,325414,3254,32,2836,283,28
NHI,60101050,601010,6010,60,531120,5311,53,6798,679,67
DSKE,20304020,203040,2030,20,484121,4841,48,4213,421,42
AGLE,35201010,352010,3520,35,325414,3254,32,2836,283,28
CSWI,20102010,201020,2010,20,325,325,32,2800,280,28
FLOW,20106020,201060,2010,20,333914,3339,33,3561,356,35
PYPL,45102020,451020,4510,45,518210,5182,51,7374,737,73
ODFL,20304020,203040,2030,20,484122,4841,48,4213,421,42
RHP,60101030,601010,6010,60,531120,5311,53,6798,679,67
TRU,20202020,202020,2020,20,561450,5614,56,7323,732,73
HMN,40301030,403010,4030,40,524126,5241,52,6331,633,63
ATNI,50101020,501010,5010,50,517312,5173,51,4812,481,48
WNC,20106010,201060,2010,20,336212,3362,33,3715,371,37
LILAK,50101010,501010,5010,50,515210,5152,51,4841,484,48
WRLD,40202010,402020,4020,40,522291,5222,52,6141,614,61
KIM,60101070,601010,6010,60,531120,5311,53,6798,679,67
WETF,40203010,402030,4020,40,523920,5239,52,6282,628,62
JBSS,30202030,302020,3020,30,311911,3119,31,2060,206,20
PRGO,35202010,352020,3520,35,325412,3254,32,2834,283,28
TTEK,20201050,202010,2020,20,541620,5416,54,8711,871,87
AMSC,20104010,201040,2010,20,335312,3353,33,3621,362,36
QCOM,45301020,453010,4530,45,334413,3344,33,3674,367,36
OFC,60101040,601010,6010,60,531120,5311,53,6798,679,67
SPOK,50102010,501020,5010,50,517312,5173,51,4812,481,48
GILD,35201010,352010,3520,35,325414,3254,32,2836,283,28
PLNT,25301030,253010,2530,25,713940,7139,71,7997,799,79
MSON,35101010,351010,3510,35,339112,3391,33,3841,384,38
RUN,20104010,201040,2010,20,335999,3359,33,3620,362,36
MCFT,25202010,252020,2520,25,336612,3366,33,3730,373,37
ROP,20105010,201050,2010,20,334513,3345,33,3823,382,38
SNPS,45103010,451030,4510,45,511210,5112,51,7372,737,73
ELY,25202010,252020,2520,25,339920,3399,33,3949,394,39
LFVN,30302010,303020,3030,30,325412,3254,32,2834,283,28
VRTS,40203010,402030,4020,40,523920,5239,52,6282,628,62
ICUI,35101020,351010,3510,35,339112,3391,33,3841,384,38
MHK,25201020,252010,2520,25,314110,3141,31,2273,227,22
LIN,15101040,151010,1510,15,325120,3251,32,2810,281,28
CNR,20102010,201020,2010,20,332311,3323,33,3448,344,34
ASUR,45103010,451030,4510,45,518210,5182,51,7370,737,73
RNST,40101015,401010,4010,40,522110,5221,52,6020,602,60
AGCO,20106015,201060,2010,20,333111,3331,33,3523,352,35
CASS,45102020,451020,4510,45,561499,5614,56,7389,738,73
HLI,40203020,402030,4020,40,523930,5239,52,6282,628,62
BKE,25504010,255040,2550,25,448140,4481,44,5651,565,56
OLED,45301020,453010,4530,45,334413,3344,33,3674,367,36
BSX,35101010,351010,3510,35,334510,3345,33,3845,384,38
KSS,25503010,255030,2550,25,452210,4522,45,5311,531,53
VBIV,35201010,352010,3520,35,325414,3254,32,2836,283,28
STE,35101010,351010,3510,35,339112,3391,33,3841,384,38
USPH,35102020,351020,3510,35,621340,6213,62,8000,800,80
PVBC,40102010,401020,4010,40,522120,5221,52,6036,603,60
FC,20202020,202020,2020,20,611430,6114,61,8200,820,82
BBBY,25504060,255040,2550,25,442299,4422,44,5700,570,57
CACC,40202010,402020,4020,40,522220,5222,52,6141,614,61
DHI,25201030,252010,2520,25,236117,2361,23,1531,153,15
GBT,35201010,352010,3520,35,325414,3254,32,2836,283,28
COLB,40101015,401010,4010,40,522110,5221,52,6020,602,60
GPK,15103020,151030,1510,15,322212,3222,32,2650,265,26
TWNK,30202030,302020,3020,30,311812,3118,31,2050,205,20
FCEL,20104010,201040,2010,20,335999,3359,33,3690,369,36
SBUX,25301040,253010,2530,25,722513,7225,72,5812,581,58
STRS,60102030,601020,6010,60,721110,7211,72,7011,701,70
NKSH,40101015,401010,4010,40,522110,5221,52,6020,602,60
CENTA,30301010,303010,3030,30,424490,4244,42,5140,514,51
WIRE,20104010,201040,2010,20,331420,3314,33,3357,335,33
KW,60102020,601020,6010,60,5311,5311,53,6510,651,65
OHI,60101050,601010,6010,60,531190,5311,53,6798,679,67
ACI,30101030,301010,3010,30,445110,4451,44,5411,541,54
LTC,60101050,601010,6010,60,531190,5311,53,6798,679,67
CAKE,25301040,253010,2530,25,722511,7225,72,5812,581,58
LFUS,45203015,452030,4520,45,335313,3353,33,3613,361,36
ASGN,20202010,202020,2020,20,561320,5613,56,7363,736,73
BLX,40201040,402010,4020,40,522110,5221,52,6020,602,60
PSTG,45202030,452020,4520,45,334112,3341,33,3572,357,35
MTX,15101050,151010,1510,15,212325,2123,21,1400,140,14
PDCO,35102010,351020,3510,35,423450,4234,42,5047,504,50
SITE,20107010,201070,2010,20,423820,4238,42,5080,508,50
RDN,40102010,401020,4010,40,524126,5241,52,6351,635,63
SGRY,35102020,351020,3510,35,621999,6219,62,8090,809,80
KAI,20106020,201060,2010,20,333243,3332,33,3550,355,35
LGND,35201010,352010,3520,35,325412,3254,32,2834,283,28
GTLS,20106020,201060,2010,20,332410,3324,33,3443,344,34
SM,10102020,101020,1010,10,2111,2111,21,1311,131,13
UVE,40301040,403010,4030,40,524126,5241,52,6331,633,63
MTCH,50203010,502030,5020,50,519130,5191,51,7370,737,73
FCBC,40101015,401010,4010,40,522110,5221,52,6020,602,60
KURA,35201010,352010,3520,35,325414,3254,32,2836,283,28
CTMX,35201010,352010,3520,35,325414,3254,32,2836,283,28
NVCR,35101010,351010,3510,35,334510,3345,33,3845,384,38
HOME,25504060,255040,2550,25,442299,4422,44,5700,570,57
RGNX,35201010,352010,3520,35,325414,3254,32,2836,283,28
PEN,35101010,351010,3510,35,339112,3391,33,3841,384,38
HPE,45202030,452020,4520,45,334111,3341,33,3571,357,35
ANAB,35201010,352010,3520,35,325414,3254,32,2836,283,28
BRP,40301010,403010,4030,40,524210,5242,52,6411,641,64
SMBK,40101015,401010,4010,40,522110,5221,52,6020,602,60
ABTX,40101015,401010,4010,40,522110,5221,52,6020,602,60
LAUR,25302010,253020,2530,25,611310,6113,61,8200,820,82
DLTH,25502020,255020,2550,25,454110,4541,45,5961,596,59
WVE,35202010,352020,3520,35,325414,3254,32,2836,283,28
VYGR,35201010,352010,3520,35,325414,3254,32,2836,283,28
EQBK,40101015,401010,4010,40,522110,5221,52,6020,602,60
AXSM,35202010,352020,3520,35,325414,3254,32,2836,283,28
APLS,35201010,352010,3520,35,325412,3254,32,2834,283,28
RRR,25301010,253010,2530,25,721120,7211,72,7011,701,70
SQ,45102020,451020,4510,45,518210,5182,51,7374,737,73
MIME,45103010,451030,4510,45,519130,5191,51,7370,737,73
FCPT,60101080,601010,6010,60,531120,5311,53,6798,679,67
AC,40203010,402030,4020,40,523,523,52,6200,620,62
CLPR,60101060,601010,6010,60,531110,5311,53,6798,679,67
TEAM,45103010,451030,4510,45,519130,5191,51,7370,737,73
WBT,20106020,201060,2010,20,333318,3333,33,3580,358,35
RMR,60102010,601020,6010,60,561110,5611,56,8741,874,87
FTV,20106020,201060,2010,20,334519,3345,33,3829,382,38
AGR,55101010,551010,5510,55,2211,2211,22,4911,491,49
OCX,35201010,352010,3520,35,325414,3254,32,2836,283,28
SCWX,45103020,451030,4510,45,511210,5112,51,7372,737,73
NTNX,45103010,451030,4510,45,518210,5182,51,7370,737,73
HRI,20107010,201070,2010,20,532412,5324,53,7350,735,73
TRHC,35103010,351030,3510,35,519130,5191,51,7370,737,73
GCP,15101050,151010,1510,15,325194,3251,32,2860,286,28
TCMD,35101010,351010,3510,35,334510,3345,33,3845,384,38
EDIT,35201010,352010,3520,35,325414,3254,32,2836,283,28
RETA,35202010,352020,3520,35,325414,3254,32,2836,283,28
ATKR,20104010,201040,2010,20,335932,3359,33,3640,364,36
EIGR,35201010,352010,3520,35,325414,3254,32,2836,283,28
MCBS,40101015,401010,4010,40,522110,5221,52,6020,602,60
NGVT,15101050,151010,1510,15,3251,3251,32,2860,286,28
NTLA,35201010,352010,3520,35,325414,3254,32,2836,283,28
BATRK,50202010,502020,5020,50,711211,7112,71,7900,790,79
FWONK,50202010,502020,5020,50,711212,7112,71,7948,794,79
BFST,40101015,401010,4010,40,522110,5221,52,6020,602,60
BALY,25301010,253010,2530,25,7132,7132,71,7990,799,79
PLSE,35101010,351010,3510,35,334510,3345,33,3845,384,38
ADNT,25101010,251010,2510,25,336360,3363,33,2531,253,25
BPRN,40101015,401010,4010,40,522110,5221,52,6020,602,60
SELB,35201010,352010,3520,35,325414,3254,32,2836,283,28
TWLO,45102030,451020,4510,45,518210,5182,51,7370,737,73
VVV,15101010,151010,1510,15,324191,3241,32,2990,299,29
JELD,20102010,201020,2010,20,321911,3219,32,2430,243,24
PI,45301020,453010,4530,45,334413,3344,33,3674,367,36
SYRS,35201010,352010,3520,35,325414,3254,32,2836,283,28
HGV,25301020,253010,2530,25,531390,5313,53,6532,653,65
PK,60101030,601010,6010,60,531120,5311,53,6798,679,67
KDMN,35201010,352010,3520,35,325414,3254,32,2836,283,28
KIDS,35101020,351010,3510,35,339113,3391,33,3842,384,38
TPIC,20104020,201040,2010,20,333611,3336,33,3510,351,35
GOLF,25202010,252020,2520,25,339920,3399,33,3949,394,39
SMPL,30202030,302020,3020,30,311340,3113,31,2060,206,20
HONE,40101015,401010,4010,40,522110,5221,52,6020,602,60
AA,15104010,151040,1510,15,3313,3313,33,3330,333,33
KNSL,40301040,403010,4030,40,524126,5241,52,6331,633,63
YETI,25202010,252020,2520,25,339920,3399,33,3949,394,39
FHB,40101015,401010,4010,40,522110,5221,52,6020,602,60
PTGX,35201010,352010,3520,35,325414,3254,32,2836,283,28
INSW,10102040,101020,1010,10,483111,4831,48,4412,441,44
MDGL,35201010,352010,3520,35,325412,3254,32,2834,283,28
ATOM,45301010,453010,4530,45,334413,3344,33,3674,367,36
NLS,25202010,252020,2520,25,339920,3399,33,3949,394,39
RCKY,25203020,252030,2520,25,316210,3162,31,3140,314,31
SITC,60101070,601010,6010,60,531120,5311,53,6798,679,67
SGA,50201020,502010,5020,50,515112,5151,51,4832,483,48
CREE,45301020,453010,4530,45,334413,3344,33,3674,367,36
DFIN,40203040,402030,4020,40,519130,5191,51,7370,737,73
LIVN,35101010,351010,3510,35,334510,3345,33,3845,384,38
CRY,35101010,351010,3510,35,339113,3391,33,3842,384,38
UEIC,25201010,252010,2520,25,334310,3343,33,3651,365,36
FBK,40101015,401010,4010,40,522110,5221,52,6020,602,60
EVBG,45103010,451030,4510,45,519130,5191,51,7370,737,73
ELS,60101060,601010,6010,60,531190,5311,53,6798,679,67
TTD,45103010,451030,4510,45,519130,5191,51,7370,737,73
